url,file_path,status_code,success,content_hash,content_length,fetched_at,error
https://monzo.com/business-banking,data\raw\pages\business-banking-c9633d6231.html,200,True,ae6c2e2d627476fdef252811dfd24be7a4e00d01a70cea3db4bf40830be3cd4f,194622,2026-08-16T18:56:04.791378+00:00,
https://monzo.com/business-banking/business-loans-overdrafts,data\raw\pages\business-banking-business-loans-overdrafts-ee5d2ab273.html,200,True,cbd0118a1e9565e719bce5a87a808a71585435946f4e5152d564ace6dde1c4bf,128137,2026-08-16T18:56:05.220109+00:00,
https://monzo.com/business-banking/business-switch,data\raw\pages\business-banking-business-switch-ba07403c7c.html,200,True,e2129176b699999b5becb765c06fbd66bcb75d15156ab54b55efb377a88343b7,178549,2026-08-16T18:56:05.659098+00:00,
https://monzo.com/business-banking/eligibility,data\raw\pages\business-banking-eligibility-12f0f61629.html,200,True,d88ac06e6df2232a607d97b61debb1482098a32a3ebf7d413a28b222a2dd3f7a,114497,2026-08-16T18:56:06.088112+00:00,
https://monzo.com/business-banking/features,data\raw\pages\business-banking-features-4edc4d56f6.html,200,True,5fcca4fa20668fc1ca47c300728acd38eb6c3db2d8408b0f1e2bf86dfbf77395,163369,2026-08-16T18:56:06.556665+00:00,
https://monzo.com/business-banking/features/24-7-customer-support,data\raw\pages\business-banking-features-24-7-customer-support-9cc9a798c4.html,200,True,9cb3c3e5b5ea3442f292cc7c3f95522982277059b7f4e3a080d9d30e6210bcad,111563,2026-08-16T18:57:54.153259+00:00,
https://monzo.com/business-banking/features/accept-contactless-payments,data\raw\pages\business-banking-features-accept-contactless-payments-1619dd91f5.html,200,True,861b3ecd8d9440a8cbd723dedc288fef4e71427de6fc63a80c1979b5b6ec7a0a,132791,2026-08-16T18:57:54.592871+00:00,
https://monzo.com/business-banking/features/auto-exports,data\raw\pages\business-banking-features-auto-exports-7b672c3db5.html,200,True,94548533f9baf0b6bf134171d69f1247dace89662d382f59f6c2137266ccd126,113416,2026-08-16T18:57:55.023572+00:00,
https://monzo.com/business-banking/features/bulk-payments,data\raw\pages\business-banking-features-bulk-payments-cd5f4b5789.html,200,True,9cf02fe9a3d46e499d7168952636e32ecb24171bb670642e29725ee8c113babe,111350,2026-08-16T18:57:55.450239+00:00,
https://monzo.com/business-banking/features/business-savings,data\raw\pages\business-banking-features-business-savings-1cb1384cf8.html,200,True,6e7d0b550fd717b271f7ef49ebf8ea993a1e7472b4b995a2bed434df9df5de54,126475,2026-08-16T18:57:55.882362+00:00,
https://monzo.com/business-banking/features/expense-cards,data\raw\pages\business-banking-features-expense-cards-2090f43ec5.html,200,True,b4c884e802be5f4dc60d7a9271107c350cd2f561418a9195a3d67285f413a389,147490,2026-08-16T18:57:56.314035+00:00,
https://monzo.com/business-banking/features/insights,data\raw\pages\business-banking-features-insights-2bd0c0e7d7.html,200,True,94ba4c959458e858988ae2489f0b366338bb8708c5ff1fe658515c02578e8a92,113101,2026-08-16T18:57:56.742668+00:00,
https://monzo.com/business-banking/features/integrated-accounting,data\raw\pages\business-banking-features-integrated-accounting-7a68b22b63.html,200,True,e1049f416e8027c18056a47ca194247cf46e5ce3940267c5fdd7c242d50bdab9,118705,2026-08-16T18:57:57.172105+00:00,
